EmployeeID,Gender,Age,Dept,JobTitle,Tenure,YearsInCurrentRole,YearsSinceLastPromotion,Education,Location,Country,Salary,LastRating,ManagerID,Attrition,PerformanceText,CompaRatio,HireSource,HireDate,InterviewScore,InterviewScore_Technical,InterviewScore_Cultural,InterviewScore_Curiosity,AssessmentScore,PriorExperienceYears,JobLevel,PromotionCount,LastPromotionDate,ManagerChangeCount,Age_Group,InterviewScore_Communication,InterviewScore_Leadership,eNPS_Score,Pulse_Score,ManagerSatisfaction,WorkLifeBalance,CareerGrowthSatisfaction,Onboarding_30d,Onboarding_60d,Onboarding_90d
EMP0172,Male,45,HR,HR Specialist,3.4,0.4,0.1,Bachelor,Melbourne,Australia,108980,3.9,MGR010,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in employee relations. Valuable institutional knowledge.,1.03,Referral,2022-08-22,3.3,2.1,3.0,3.2,54.3,19.6,2,1,2025-12-09,4,40-49,3.3,4.6,1,4.0,3.2,1.1,3.6,,,
EMP0173,Female,26,Engineering,Engineer,7.73,4.62,0.0,Bachelor,Mumbai,India,45584,3.3,MGR026,1,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in API development.,0.91,Internal,2018-04-25,2.4,4.4,2.2,2.8,75.1,0.0,2,0,,1,20-29,4.8,2.4,7,2.2,3.1,1.5,4.4,,,
EMP0174,Male,49,Sales,Regional Director,8.59,0.98,0.2,High School,Vancouver,Canada,172618,4.8,MGR050,0,Outstanding contributor with excellent problem-solving abilities. Shows initiative and drives innovation. Strong communication skills and mentorship qualities. Strong in CRM expertise.,0.96,Campus,2017-06-15,4.7,2.2,4.5,2.9,64.1,18.4,5,4,2025-11-02,0,40-49,3.4,4.6,1,1.7,3.1,4.5,3.9,,,
EMP0175,Female,31,Operations,Operations Specialist,1.57,0.65,0.0,Associate,Sydney,Australia,116622,2.4,MGR010,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in process optimization.,1.1,Campus,2024-06-20,2.4,4.3,2.2,2.1,41.2,7.4,2,0,,3,30-39,3.8,3.3,2,4.1,1.0,2.0,4.0,,,
EMP0176,Female,22,Finance,Senior Finance Manager,5.51,1.19,5.5,Associate,Austin,United States,169253,4.0,MGR023,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in financial modeling.,0.97,LinkedIn,2020-07-13,4.1,3.8,4.5,3.2,66.9,0.0,4,3,2020-07-17,0,20-29,3.3,3.5,6,1.3,1.5,1.2,4.5,,,
EMP0177,Female,41,Sales,Sales Rep,0.1,0.1,0.0,Bachelor,Melbourne,Australia,90281,3.2,MGR036,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in closing deals. Adapting well to new role.,1.06,Website,2025-12-09,3.2,4.9,4.6,3.5,76.2,18.9,1,0,,0,40-49,2.8,2.3,4,3.1,5.0,4.0,3.4,3.7,,
EMP0178,Female,34,Product,Group PM,6.14,0.01,0.4,Bachelor,Singapore,Singapore,152396,2.8,MGR010,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in stakeholder management.,0.97,LinkedIn,2019-11-26,3.1,3.7,4.6,3.7,83.1,5.9,4,2,2025-08-21,3,30-39,2.3,3.4,8,4.5,2.0,2.0,4.9,,,
EMP0179,Female,50,Operations,Operations Specialist,3.79,0.08,0.0,Master,Paris,France,94307,3.2,MGR048,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in process optimization.,1.08,Referral,2022-04-02,3.0,3.0,2.6,2.9,98.5,24.2,2,0,,1,50-59,4.3,3.6,9,4.1,2.6,3.9,1.0,,,
EMP0180,Female,31,Marketing,Marketing Manager,5.37,0.19,0.4,Bachelor,Sydney,Australia,120129,3.4,MGR022,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in campaign management.,0.94,JobBoard,2020-09-02,4.0,4.1,2.8,4.3,83.3,3.6,3,2,2025-08-21,0,30-39,2.7,3.1,7,4.5,4.5,3.7,2.7,,,
EMP0181,Male,33,Sales,Senior AE,4.07,0.4,2.4,High School,Paris,France,110832,3.6,MGR017,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in pipeline management.,1.06,Referral,2021-12-21,3.7,3.3,2.4,4.6,89.0,6.9,3,2,2023-08-22,3,30-39,4.2,4.1,6,1.2,1.4,1.7,3.3,,,
EMP0182,Female,24,Sales,Sales Rep,0.1,0.1,0.0,High School,Toronto,Canada,85692,4.9,MGR010,1,Exceptional performer who consistently exceeds expectations. Demonstrates strong leadership and technical skills. Highly collaborative team player. Strong in client relations.,0.95,Website,2025-12-09,5.0,3.0,2.8,3.4,48.0,1.9,1,0,,0,20-29,3.4,2.5,6,1.4,4.1,3.5,4.2,4.5,,
EMP0183,Male,47,Engineering,Staff Engineer,6.49,1.76,0.5,Associate,San Francisco,United States,166313,3.5,MGR015,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in cloud architecture.,0.95,Campus,2019-07-22,4.1,3.4,2.3,3.9,92.1,18.5,4,2,2025-07-16,4,40-49,4.2,3.9,9,3.5,1.9,1.5,2.8,,,
EMP0184,Female,36,Finance,Finance Manager,6.17,0.46,1.8,Master,Berlin,Germany,103781,2.8,MGR039,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in forecasting.,0.92,JobBoard,2019-11-15,3.3,4.9,4.9,2.2,89.3,7.8,3,1,2024-03-28,1,30-39,4.6,3.5,2,3.6,4.9,5.0,4.6,,,
EMP0185,Male,33,Sales,Senior AE,4.77,0.56,4.8,Bachelor,Singapore,Singapore,143775,3.4,MGR031,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in closing deals. Adapting well to new role.,1.06,Referral,2021-04-09,4.0,4.0,4.0,4.1,56.1,6.2,3,1,2021-03-29,4,30-39,2.4,4.0,0,1.0,1.6,3.6,3.9,,,
EMP0186,Female,36,Operations,Operations Specialist,2.38,1.5,2.4,High School,Sydney,Australia,104577,3.7,MGR021,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in logistics.,0.98,JobBoard,2023-08-30,2.9,4.1,4.3,4.2,92.2,11.6,2,1,2023-08-22,4,30-39,2.6,2.2,6,2.6,1.5,2.0,3.1,,,
EMP0187,Female,25,Engineering,Engineer,0.83,0.83,0.0,Bachelor,Paris,France,79215,4.1,MGR023,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in system design.,0.91,Campus,2025-03-18,4.8,3.9,2.2,3.5,60.6,2.2,2,0,,4,20-29,4.4,3.7,5,4.1,1.3,3.7,3.6,,,
EMP0188,Male,40,Marketing,Marketing Coordinator,1.99,1.02,0.0,Bachelor,Berlin,Germany,73979,4.0,MGR024,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in digital marketing.,0.99,Agency,2024-01-19,3.7,3.9,2.7,2.5,81.0,16.0,1,0,,2,40-49,4.5,3.5,3,2.8,2.6,1.9,4.9,,,
EMP0189,Male,41,Engineering,Principal Engineer,4.09,1.73,2.3,Bachelor,Sydney,Australia,162033,4.1,MGR004,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in cloud architecture.,0.95,LinkedIn,2021-12-14,4.2,3.7,3.5,3.5,46.4,14.9,5,3,2023-09-28,2,40-49,2.4,3.9,3,4.4,3.2,3.2,1.3,,,
EMP0190,Male,32,Engineering,Engineer,1.71,0.63,0.0,Master,Manchester,United Kingdom,85400,3.3,MGR009,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in API development. Adapting well to new role. Valuable institutional knowledge.,0.91,JobBoard,2024-04-30,2.7,2.4,4.7,2.8,53.4,8.3,2,0,,2,30-39,4.7,3.1,6,1.9,1.3,2.7,3.3,,,
EMP0191,Female,36,Engineering,Engineer,3.27,0.57,0.0,High School,Toronto,Canada,102763,3.8,MGR014,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in DevOps.,0.91,Website,2022-10-09,3.7,4.7,4.8,4.9,92.1,10.7,2,0,,1,30-39,2.3,2.1,1,4.7,1.7,2.4,1.0,,,
EMP0192,Female,36,Marketing,Marketing Manager,5.16,0.45,0.8,PhD,Mumbai,India,63541,3.0,MGR003,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in brand development.,1.06,Website,2020-11-18,2.9,2.4,2.2,2.1,48.6,8.8,3,2,2025-03-28,3,30-39,2.4,3.7,1,2.0,2.2,1.8,2.9,,,
EMP0193,Male,35,Engineering,Senior Engineer,8.3,1.36,3.4,Master,Vancouver,Canada,129596,3.6,MGR006,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in code review. Adapting well to new role.,0.96,Website,2017-09-29,3.4,2.3,2.1,4.6,54.2,4.7,3,1,2022-08-22,1,30-39,3.0,2.5,7,4.5,4.8,4.2,1.8,,,
EMP0194,Male,46,Product,Associate PM,0.98,0.98,0.0,Bachelor,Singapore,Singapore,81359,2.6,MGR042,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in roadmap planning.,0.9,Referral,2025-01-22,3.7,2.5,3.1,3.3,44.2,23.0,1,0,,0,40-49,3.2,2.8,0,3.2,1.2,4.0,3.8,,,
EMP0195,Male,35,Engineering,Junior Engineer,5.8,2.67,0.0,PhD,Vancouver,Canada,86237,4.1,MGR029,1,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in DevOps.,0.96,JobBoard,2020-03-29,4.8,3.4,2.4,4.8,67.5,7.2,1,0,,1,30-39,4.3,2.7,3,2.6,4.7,2.0,3.8,,,
EMP0196,Female,25,Sales,Sales Rep,3.92,3.92,0.0,Master,Berlin,Germany,81987,3.9,MGR030,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in CRM expertise.,1.09,Campus,2022-02-14,3.4,3.2,2.7,3.6,99.8,0.0,1,0,,1,20-29,2.6,2.7,5,1.2,1.8,2.9,4.7,,,
EMP0197,Male,26,Sales,VP Sales,11.63,0.19,0.7,Bachelor,Austin,United States,241116,3.7,MGR025,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in client relations. Adapting well to new role.,1.07,Referral,2014-06-02,3.7,2.4,3.6,2.1,44.8,0.0,6,4,2025-05-04,0,20-29,4.7,2.3,3,1.9,4.3,1.1,1.9,,,
EMP0198,Male,37,Sales,Regional Director,5.42,0.02,0.0,High School,Melbourne,Australia,162300,3.7,MGR011,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in client relations. Valuable institutional knowledge.,0.95,Campus,2020-08-15,3.7,3.4,3.5,2.2,81.1,9.6,5,4,2026-01-14,1,30-39,4.3,2.6,8,1.6,3.6,1.6,1.7,,,
EMP0199,Female,36,Finance,Finance Manager,3.65,0.21,2.2,Master,São Paulo,Brazil,64344,4.0,MGR040,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in audit preparation.,0.95,LinkedIn,2022-05-23,4.1,2.3,2.3,2.8,92.5,10.3,3,1,2023-11-03,0,30-39,2.3,2.0,1,3.5,2.4,4.0,4.2,,,
EMP0200,Female,41,Engineering,Junior Engineer,0.1,0.1,0.0,Bachelor,Paris,France,75132,2.7,MGR026,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in Python.,1.07,Agency,2025-12-09,2.8,4.9,3.6,3.2,90.9,18.9,1,0,,4,40-49,4.4,3.0,0,4.3,2.6,3.8,2.3,4.0,,
EMP0201,Female,40,Customer Success,Director of CS,12.78,0.05,4.2,Bachelor,Berlin,Germany,158195,3.7,MGR030,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in onboarding.,1.05,Agency,2013-04-08,3.5,3.1,2.8,2.7,67.5,5.2,5,3,2021-11-03,3,40-49,4.2,2.2,4,1.1,2.7,2.2,4.1,,,
EMP0202,Male,40,Engineering,Staff Engineer,4.89,0.5,0.4,Bachelor,San Francisco,United States,164436,3.2,MGR024,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in system design. Valuable institutional knowledge.,0.94,Internal,2021-02-25,3.6,4.2,3.0,2.1,47.6,13.1,4,2,2025-08-21,4,40-49,4.1,4.0,7,2.1,3.7,1.8,1.2,,,
EMP0203,Female,43,Engineering,Senior Engineer,4.24,1.16,0.8,Master,Singapore,Singapore,141143,3.7,MGR037,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in DevOps.,1.05,Agency,2021-10-20,3.2,4.4,3.4,3.1,46.5,16.8,3,1,2025-03-28,4,40-49,2.4,4.3,1,1.1,2.6,4.0,5.0,,,
EMP0204,Male,41,Engineering,Staff Engineer,8.4,0.9,8.4,Associate,Singapore,Singapore,146625,2.7,MGR004,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in system design.,0.93,LinkedIn,2017-08-23,2.3,4.5,3.5,3.6,73.7,10.6,4,3,2017-08-23,3,40-49,3.7,3.0,6,3.0,3.0,1.2,1.4,,,
EMP0205,Male,29,Sales,Sales Rep,3.94,0.23,0.0,Master,Austin,United States,103948,4.5,MGR011,0,Exceptional performer who consistently exceeds expectations. Demonstrates strong leadership and technical skills. Highly collaborative team player. Strong in negotiation.,1.04,JobBoard,2022-02-06,4.8,4.7,3.6,2.8,86.0,3.1,1,0,,1,20-29,2.8,3.0,1,4.2,3.7,3.6,4.6,,,
EMP0206,Female,36,Customer Success,CS Representative,0.1,0.1,0.0,PhD,Mumbai,India,42244,2.6,MGR039,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in customer retention.,1.06,Internal,2025-12-09,1.7,4.7,3.7,2.5,62.7,13.9,1,0,,3,30-39,2.5,3.1,7,4.5,4.6,1.4,4.7,3.2,,
EMP0207,Male,39,Sales,Sales Manager,9.33,0.18,1.6,Master,Toronto,Canada,164433,3.4,MGR016,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in negotiation. Adapting well to new role.,1.04,Referral,2016-09-18,3.0,3.4,3.6,2.6,67.7,7.7,4,2,2024-06-09,1,30-39,2.2,4.6,10,2.2,3.6,2.3,2.4,,,
EMP0208,Female,52,HR,HR Specialist,5.9,0.1,0.0,Bachelor,London,United Kingdom,91210,3.2,MGR019,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in policy development.,0.97,Referral,2020-02-22,3.4,3.4,2.4,3.2,97.1,24.1,2,0,,4,50-59,5.0,4.1,2,2.4,1.3,3.0,3.9,,,
EMP0209,Male,35,Engineering,Senior Engineer,4.65,0.47,0.8,Bachelor,Tokyo,Japan,120093,4.4,MGR046,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in JavaScript.,1.0,Internal,2021-05-23,4.6,3.9,3.5,3.6,61.6,8.3,3,2,2025-03-28,1,30-39,4.0,2.9,10,2.9,1.2,3.7,1.2,,,
EMP0210,Female,22,Product,Associate PM,2.11,1.51,0.0,Bachelor,Munich,Germany,70349,2.1,MGR013,1,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in agile methodology. Adapting well to new role.,0.94,Campus,2023-12-06,1.9,5.0,2.5,2.0,48.9,0.0,1,0,,1,20-29,3.3,3.3,8,2.8,4.8,3.7,3.7,,,
EMP0211,Female,35,Engineering,Engineer,5.29,0.62,0.0,Master,Tokyo,Japan,106016,3.5,MGR042,1,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in cloud architecture.,1.06,Campus,2020-10-02,4.7,4.5,4.9,4.7,76.0,7.7,2,0,,3,30-39,4.1,3.9,6,3.9,3.0,3.7,5.0,,,
EMP0212,Female,50,Engineering,Senior Engineer,3.14,2.92,1.6,Master,Melbourne,Australia,118332,5.0,MGR008,0,Star performer with outstanding technical and interpersonal skills. Proactive in identifying improvements. Key contributor to team success. Strong in DevOps. Adapting well to new role.,0.93,Internal,2022-11-25,4.1,3.2,2.9,4.2,52.5,24.9,3,2,2024-06-09,3,50-59,4.6,3.2,8,2.2,4.5,2.8,4.1,,,
EMP0213,Male,42,Product,Senior PM,1.48,1.48,0.2,Master,Munich,Germany,109963,3.5,MGR031,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in agile methodology. Valuable institutional knowledge.,0.98,Campus,2024-07-23,4.3,3.6,2.8,2.1,83.4,18.5,3,1,2025-11-02,2,40-49,2.6,2.4,1,4.9,2.9,4.8,1.3,,,
EMP0214,Male,40,Customer Success,CS Manager,4.45,4.44,3.3,Associate,Manchester,United Kingdom,110378,3.4,MGR044,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in renewal negotiation. Valuable institutional knowledge.,0.98,Website,2021-08-04,3.2,4.2,2.7,3.3,87.8,13.6,3,2,2022-09-28,0,40-49,4.1,4.8,4,3.5,3.2,4.5,4.0,,,
EMP0215,Male,53,Product,Associate PM,1.33,0.1,0.0,Bachelor,Singapore,Singapore,89843,3.4,MGR049,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in roadmap planning. Adapting well to new role.,1.0,JobBoard,2024-09-16,3.7,2.1,2.7,4.3,52.1,29.7,1,0,,0,50-59,5.0,4.5,8,1.3,4.2,2.1,4.1,,,
EMP0216,Female,32,HR,HR Manager,6.78,1.16,0.5,Bachelor,Sydney,Australia,157647,2.2,MGR002,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in policy development.,1.06,LinkedIn,2019-04-07,2.2,4.2,4.2,2.2,61.6,3.2,4,2,2025-07-16,4,30-39,3.7,4.7,7,2.3,1.9,1.8,4.7,,,
EMP0217,Female,25,Finance,Director of Finance,8.84,0.88,0.8,Bachelor,Melbourne,Australia,162132,2.8,MGR006,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in audit preparation.,0.95,JobBoard,2017-03-16,2.8,3.1,2.2,4.3,97.3,0.0,5,4,2025-03-28,4,20-29,3.8,3.8,1,3.3,1.6,1.6,2.4,,,
EMP0218,Female,44,Customer Success,CS Specialist,1.93,1.93,1.9,PhD,Berlin,Germany,87551,3.7,MGR020,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in onboarding.,0.93,LinkedIn,2024-02-10,3.7,3.4,2.1,2.6,87.4,20.1,2,1,2024-02-21,2,40-49,3.2,4.6,2,2.1,1.5,2.5,2.0,,,
EMP0219,Male,54,HR,HR Manager,8.15,1.39,0.1,Associate,Austin,United States,175815,4.1,MGR023,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in talent acquisition.,1.0,Referral,2017-11-23,4.1,2.6,2.9,3.6,79.1,23.9,4,3,2025-12-09,2,50-59,3.6,4.5,3,2.1,1.3,1.3,2.4,,,
EMP0220,Female,36,Product,Director of Product,10.63,2.12,1.8,Master,Sydney,Australia,155356,5.0,MGR010,0,Outstanding contributor with excellent problem-solving abilities. Shows initiative and drives innovation. Strong communication skills and mentorship qualities. Strong in stakeholder management.,0.91,Referral,2015-06-02,4.6,2.6,4.7,3.3,51.9,3.4,5,4,2024-03-28,1,30-39,3.0,2.5,7,3.3,3.1,2.8,1.6,,,
EMP0221,Male,39,Engineering,Engineer,0.1,0.1,0.0,Bachelor,Paris,France,91812,3.7,MGR022,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in DevOps.,1.05,JobBoard,2025-12-09,3.9,3.7,3.8,3.6,92.5,16.9,2,0,,1,30-39,3.6,4.0,0,4.0,1.1,2.6,3.1,4.1,,
EMP0222,Female,26,Sales,Sales Manager,7.79,0.66,1.0,Bachelor,Vancouver,Canada,154830,2.7,MGR026,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in CRM expertise.,0.98,Internal,2018-04-03,2.2,4.5,4.8,3.6,79.7,0.0,4,2,2025-01-14,4,20-29,2.3,2.7,5,1.9,1.5,3.6,1.1,,,
EMP0223,Male,42,Engineering,Staff Engineer,5.01,0.96,0.5,PhD,Melbourne,Australia,146598,2.9,MGR033,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in DevOps.,0.99,Campus,2021-01-12,3.0,2.0,2.7,4.8,50.3,15.0,4,2,2025-07-16,2,40-49,4.4,3.9,6,2.9,5.0,4.4,3.7,,,
EMP0224,Female,22,Engineering,Engineer,2.11,1.38,0.7,Master,Singapore,Singapore,103195,3.7,MGR049,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in system design. Adapting well to new role.,0.92,JobBoard,2023-12-06,4.3,2.8,2.9,3.5,88.4,0.0,2,1,2025-05-04,3,20-29,3.3,2.9,9,1.1,2.3,3.4,3.4,,,
EMP0225,Male,52,Engineering,Engineer,5.79,0.57,0.0,Bachelor,Chicago,United States,131958,1.9,MGR020,1,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in code review. Adapting well to new role.,1.06,LinkedIn,2020-04-02,2.6,3.6,2.2,2.3,53.2,24.2,2,0,,2,50-59,3.6,4.4,0,4.0,2.7,2.6,2.3,,,
EMP0226,Female,43,Engineering,Junior Engineer,3.14,3.14,0.0,Master,Paris,France,70496,3.6,MGR012,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in system design.,1.01,Website,2022-11-25,3.9,4.9,2.9,4.6,63.3,17.9,1,0,,3,40-49,4.8,4.7,1,2.6,1.4,3.1,3.7,,,
EMP0227,Female,47,Engineering,Senior Engineer,6.33,0.39,1.0,Master,Mumbai,India,57971,3.1,MGR006,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in Python.,0.97,Internal,2019-09-18,3.5,5.0,3.9,3.1,53.6,18.7,3,1,2025-01-14,0,40-49,4.9,2.2,8,1.8,3.9,1.3,2.3,,,
EMP0228,Male,35,Engineering,Senior Engineer,6.18,1.83,2.9,Bachelor,São Paulo,Brazil,65343,3.3,MGR032,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in DevOps. Valuable institutional knowledge.,0.97,Agency,2019-11-12,3.9,4.8,2.3,4.5,69.0,6.8,3,2,2023-02-21,2,30-39,3.4,4.7,1,4.3,4.0,2.9,2.9,,,
EMP0229,Male,23,Engineering,Junior Engineer,1.16,1.16,0.0,PhD,Tokyo,Japan,82293,4.1,MGR030,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in code review.,1.03,Website,2024-11-17,3.8,4.7,3.8,3.2,96.1,0.0,1,0,,2,20-29,2.6,3.7,3,3.2,3.6,2.7,2.5,,,
EMP0230,Male,36,Engineering,Junior Engineer,6.32,1.35,0.0,Master,Vancouver,Canada,89022,3.6,MGR022,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in code review.,0.99,Internal,2019-09-22,3.3,2.4,4.1,4.9,87.4,7.7,1,0,,0,30-39,3.4,3.3,2,2.9,4.6,2.2,3.6,,,
EMP0231,Male,36,Sales,Regional Director,3.31,1.62,0.2,Associate,Chicago,United States,217323,3.3,MGR030,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in closing deals.,1.09,JobBoard,2022-09-24,3.8,3.1,3.1,2.4,80.3,10.7,5,4,2025-11-02,3,30-39,4.2,3.1,8,4.4,2.2,2.4,2.7,,,
EMP0232,Male,37,Sales,Senior AE,5.81,1.46,2.2,Bachelor,Munich,Germany,104841,3.3,MGR010,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in negotiation.,0.93,Agency,2020-03-26,3.7,4.5,2.3,4.0,54.9,9.2,3,2,2023-11-03,0,30-39,4.4,2.8,1,3.8,1.1,2.4,1.1,,,
EMP0233,Female,33,HR,HR Specialist,4.18,0.73,0.0,High School,Singapore,Singapore,120571,2.9,MGR044,1,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in employee relations.,1.07,Campus,2021-11-11,3.7,3.3,4.5,2.8,66.9,6.8,2,0,,4,30-39,4.6,2.8,4,2.6,3.6,4.9,1.6,,,
EMP0234,Female,43,HR,HR Coordinator,3.36,0.19,0.0,Bachelor,São Paulo,Brazil,44528,3.1,MGR009,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in talent acquisition.,0.99,JobBoard,2022-09-06,3.5,3.6,4.0,4.3,47.9,17.6,1,0,,2,40-49,3.2,2.7,9,1.7,2.5,3.0,2.7,,,
EMP0235,Female,24,Customer Success,CS Manager,5.03,0.53,0.0,Master,Paris,France,106190,2.8,MGR015,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in customer retention.,1.01,Website,2021-01-05,3.4,4.3,3.4,2.1,58.6,0.0,3,2,2026-01-14,4,20-29,4.5,2.1,5,2.1,4.9,2.8,2.3,,,
EMP0236,Female,30,Operations,Operations Manager,3.05,3.05,0.8,High School,Melbourne,Australia,128215,3.3,MGR021,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in supply chain.,1.01,Website,2022-12-28,3.2,4.4,3.8,2.2,85.9,5.0,3,1,2025-03-28,0,30-39,3.4,2.5,1,2.1,2.8,3.1,3.7,,,
EMP0237,Male,40,Engineering,Senior Engineer,7.36,0.55,0.2,PhD,Munich,Germany,102294,4.7,MGR045,0,Star performer with outstanding technical and interpersonal skills. Proactive in identifying improvements. Key contributor to team success. Strong in system design.,0.91,Agency,2018-09-07,5.0,3.0,4.2,2.9,84.2,10.6,3,2,2025-11-02,1,40-49,4.6,3.5,2,3.8,1.2,1.3,4.4,,,
EMP0238,Male,43,Sales,Sales Rep,0.91,0.79,0.0,Bachelor,Vancouver,Canada,98313,3.0,MGR029,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in pipeline management.,1.09,Referral,2025-02-16,4.0,3.1,3.5,3.8,73.6,20.1,1,0,,0,40-49,4.3,4.3,6,4.5,2.1,1.9,1.9,,,
EMP0239,Female,41,Sales,Sales Rep,4.71,2.37,0.0,PhD,Munich,Germany,81226,3.4,MGR019,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in client relations.,1.08,Website,2021-05-01,2.5,2.3,2.3,2.3,40.7,14.3,1,0,,0,40-49,4.9,3.3,9,4.6,4.9,2.5,4.4,,,
EMP0240,Male,33,Engineering,Junior Engineer,1.95,0.85,0.0,Master,Tokyo,Japan,80702,3.2,MGR014,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in code review.,1.01,Campus,2024-02-03,2.2,2.1,4.0,4.6,49.8,9.1,1,0,,3,30-39,4.6,4.7,1,4.7,3.5,3.6,2.6,,,
EMP0241,Male,22,Engineering,Senior Engineer,4.26,0.2,2.1,High School,Tokyo,Japan,108009,3.1,MGR047,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in system design. Adapting well to new role.,0.9,Website,2021-10-13,2.5,4.3,5.0,4.0,43.0,0.0,3,1,2023-12-10,4,20-29,2.4,3.9,8,3.0,3.2,4.6,2.1,,,
